dateRep,day,month,year,country,count_info,cumulative_value,avg_value_quality
2021-04-20,20,4,2021,IT,1,2.9,2.9
2021-09-23,23,9,2021,MX,140,4608.410146588,32.917215332771434
2021-09-16,16,9,2021,MX,5,508.44,101.68800000000002
2021-04-16,16,4,2021,MX,16,1465.6886643270834,91.605541520442728
2020-04-22,22,4,2020,MX,1,34,34
2020-06-11,11,6,2020,MX,45,1328,29.511111111111109
2021-10-31,31,10,2021,MX,23,819,35.608695652173914
2020-06-10,10,6,2020,MX,2,46,23
2021-09-21,21,9,2021,MX,8,88.734775,11.091846875
2021-02-12,12,2,2021,MX,1,984,984
2020-06-08,8,6,2020,NO,5,24.143111,4.8286222
2021-12-21,21,12,2021,PL,3,13.19967,4.3998899999999992
2021-12-27,27,12,2021,PL,2,256.78999999999996,128.39499999999998
2020-12-08,8,12,2020,PL,1,8.11764,8.11764
2020-06-08,8,6,2020,PT,2,10.3,5.15
2021-10-22,22,10,2021,PT,2,16,8
2021-09-23,23,9,2021,PT,1,4,4
2020-05-21,21,5,2020,PT,10,114.7,11.469999999999999
2020-06-09,9,6,2020,SK,2,14.600900000000001,7.3004500000000005
2020-06-11,11,6,2020,TH,44,1222,27.77272727272727
2020-09-23,23,9,2020,TH,31,1139,36.741935483870968
2021-07-09,9,7,2021,TH,1,13,13
2021-06-23,23,6,2021,TH,5,118,23.6
2020-09-15,15,9,2020,TH,1,23,23
2020-09-22,22,9,2020,TH,1,31,31
2020-01-13,13,1,2020,US,10,111,11.1
2020-06-10,10,6,2020,US,255,3188.8900000000008,12.505450980392155
2021-01-28,28,1,2021,US,2,2.6,1.3
2020-06-08,8,6,2020,US,38,452.1,11.897368421052631
2020-06-01,1,6,2020,US,2,16.7,8.35
2021-08-18,18,8,2021,US,2,27,13.5
2021-11-11,11,11,2021,US,10,203.3,20.33
2021-11-16,16,11,2021,US,5,136,27.2
2020-11-02,2,11,2020,US,4,147.5,36.875
2021-07-06,6,7,2021,US,1,7,7
2020-01-08,8,1,2020,US,4,-14.8,-3.7
2020-03-16,16,3,2020,US,4,59,14.75
2021-11-15,15,11,2021,US,5,121,24.2
2021-11-09,9,11,2021,US,4,57.7,14.425
2021-10-04,4,10,2021,US,3,31.7,10.566666666666666
2021-11-10,10,11,2021,US,10,121,12.100000000000001
2021-08-31,31,8,2021,ZA,20,-28.060999999999993,-1.4030500000000019
2021-08-15,15,8,2021,ZA,2,94.461,47.2305
2021-09-14,14,9,2021,ZA,6,77.471,12.911833333333334
2021-08-27,27,8,2021,ZA,2,0,0
2021-08-10,10,8,2021,ZA,2,0.084999999999999992,0.042499999999999996
2021-08-26,26,8,2021,ZA,2,17.667,8.833499999999999
2021-09-12,12,9,2021,ZA,1,0,0
2020-06-11,11,6,2020,KU,1,39,39
2021-02-04,4,2,2021,CO,2,163.14387,81.571935
2020-06-11,11,6,2020,NP,2,51,25.5
2021-07-09,9,7,2021,CN,1,12,12
2020-06-11,11,6,2020,ET,2,-1998,-999
2020-06-11,11,6,2020,DZ,1,20,20
2021-04-11,11,4,2021,NI,3,130.5,43.5
2021-08-25,25,8,2021,SA,2,77,38.5
2020-06-11,11,6,2020,SU,1,12,12
2020-06-11,11,6,2020,CW,1,6,6
2020-06-10,10,6,2020,KG,1,-3,-3
2020-06-11,11,6,2020,GT,1,24,24
2020-06-10,10,6,2020,JO,1,12,12
2020-06-11,11,6,2020,PK,4,146,36.5
2021-07-19,19,7,2021,CN,1,46,46
2020-06-11,11,6,2020,AF,2,48,24
2021-04-16,16,4,2021,NI,3,208.7,69.566666666666663
2020-06-11,11,6,2020,GN,1,48,48
2021-04-06,6,4,2021,NI,1,108,108
2020-06-11,11,6,2020,KG,1,0,0
2020-06-25,25,6,2020,AU,2,14.399999999999999,7.2
2020-02-20,20,2,2020,AU,3,27.500000000000004,9.1666666666666679
2021-07-02,2,7,2021,AU,1,1.66,1.66
2020-06-02,2,6,2020,AU,2,8,4
2020-02-17,17,2,2020,AU,6,43.400000000000006,7.2333333333333334
2020-07-30,30,7,2020,AU,1,3.5,3.5
2020-06-10,10,6,2020,AU,6,214,35.666666666666664
2020-02-19,19,2,2020,AU,4,2.44,0.61
2020-01-11,11,1,2020,AU,2,6.2,3.1
2020-04-06,6,4,2020,CA,2,4,2
2021-12-09,9,12,2021,CA,2,7.8999999999999995,3.9499999999999997
2021-11-11,11,11,2021,CA,1,1.5,1.5
2021-02-05,5,2,2021,CZ,5,169.8,33.959999999999994
2020-03-28,28,3,2020,DE,1,29.38,29.38
2021-05-31,31,5,2021,ES,2,19,9.5
2021-12-15,15,12,2021,ES,2,11.3,5.65
2020-06-03,3,6,2020,FR,2,35,17.5
2021-06-01,1,6,2021,FR,3,9.4,3.1333333333333337
2020-05-12,12,5,2020,FR,1,-0.5,-0.5
2020-03-17,17,3,2020,FR,1,14.1,14.1
2021-12-13,13,12,2021,GB,7,140,20
2021-07-09,9,7,2021,IN,2,1970,985
2020-06-09,9,6,2020,IN,7,513.85,73.407142857142844
2021-07-20,20,7,2021,IN,2,1970,985
2021-07-25,25,7,2021,IN,1,985,985
2021-07-19,19,7,2021,IN,2,1970,985
2020-01-07,7,1,2020,IN,6,611.9,101.98333333333332
2021-11-23,23,11,2021,IN,5,862.52,172.50400000000002
2020-01-06,6,1,2020,IN,6,665.4,110.89999999999998
2020-06-05,5,6,2020,MX,1,9.8,9.8
2021-03-29,29,3,2021,MX,1,62.7343490708328,62.7343490708328
2020-12-23,23,12,2020,MX,1,61.201,61.201
2021-09-15,15,9,2021,MX,3,30.848398,10.282799333333333
2021-02-19,19,2,2021,MX,1,42.9706612,42.9706612
2021-06-18,18,6,2021,NO,3,72.360231,24.120077
2020-10-09,9,10,2020,NO,2,10.1415,5.07075
2020-12-29,29,12,2020,PL,4,42.5,10.625
2020-06-05,5,6,2020,PT,5,76.5,15.3
2020-05-31,31,5,2020,PT,2,41,20.5
2020-10-22,22,10,2020,SE,1,898.163,898.163
2021-07-25,25,7,2021,TH,1,9,9
2021-10-25,25,10,2021,US,4,16.6,4.15
2020-03-04,4,3,2020,US,4,0.19999999999999946,0.050000000000000086
2020-08-18,18,8,2020,US,1,4,4
2020-12-02,2,12,2020,US,1,-4,-4
2020-11-22,22,11,2020,US,2,3,1.5
2020-05-05,5,5,2020,US,1,0,0
2020-04-28,28,4,2020,US,8,53,6.625
2020-02-27,27,2,2020,US,8,74.699999999999989,9.3375
2020-05-04,4,5,2020,US,1,8,8
2021-03-17,17,3,2021,US,3,2,0.66666666666666674
2021-06-24,24,6,2021,US,1,-4,-4
2020-03-09,9,3,2020,US,20,75.8,3.79
2021-01-13,13,1,2021,US,2,14.1,7.05
2020-04-09,9,4,2020,US,2,15,7.5
2020-04-26,26,4,2020,US,2,12.6,6.3
2020-08-27,27,8,2020,US,3,44,14.666666666666666
2020-03-01,1,3,2020,US,3,11,3.6666666666666661
2021-07-13,13,7,2021,US,1,5.1,5.1
2020-08-06,6,8,2020,US,3,8,2.666666666666667
2021-09-03,3,9,2021,US,5,500.70000000000005,100.14000000000001
2020-03-18,18,3,2020,US,1,6,6
2021-12-14,14,12,2021,US,12,131.89999999999998,10.991666666666667
2020-02-05,5,2,2020,US,1,14,14
2020-04-14,14,4,2020,US,4,15,3.75
2020-02-06,6,2,2020,US,3,13,4.333333333333333
2020-05-23,23,5,2020,US,1,3.4,3.4
2020-05-12,12,5,2020,US,2,8,4
2021-11-18,18,11,2021,US,1,15.4,15.4
2020-07-25,25,7,2020,US,2,-4,-2
2021-09-30,30,9,2021,US,2,10.3,5.15
2020-01-31,31,1,2020,US,1,1,1
2021-03-18,18,3,2021,US,5,35,6.9999999999999991
2020-02-19,19,2,2020,US,3,9.4,3.1333333333333337
2020-08-24,24,8,2020,US,3,74,24.666666666666668
2020-11-24,24,11,2020,US,2,0.5,0.25
2021-10-16,16,10,2021,US,1,9.7,9.7
2020-03-06,6,3,2020,US,2,19,9.5
